file,duration,strategy,transforms,versions
02200314.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02200504.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02200508.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02201106.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02201254.mseed,81.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02201903.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02202031.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02202042.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02202317.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02210151.mseed,88.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02211846.mseed,86.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02211852.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02220728.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02220756.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02221514.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02230830.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02231128.mseed,83.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02231407.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02231621.mseed,88.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02232217.mseed,82.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02240201.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02240716.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02240923.mseed,78.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02241101.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02241158.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02241159.mseed,80.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02250037.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02250541.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02250728.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02251458.mseed,83.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02251543.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02252040.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02252042.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02260110.mseed,79.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02260115.mseed,83.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02260844.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02260847.mseed,85.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02260909.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02261107.mseed,81.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02261350.mseed,85.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02261416.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02261906.mseed,85.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02262337.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02262357.mseed,83.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02270006.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02270647.mseed,80.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02270709.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02270721.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02271508.mseed,76.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02280552.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02281107.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02281533.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02281536.mseed,93.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02281545.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02281551.mseed,82.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02281655.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02281706.mseed,95.01,range_based,"['time_shift', 'amplitude', 'noise']",2
02282050.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03010446.mseed,76.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03010850.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03011050.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03011414.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03020715.mseed,78.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03020716.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03021950.mseed,78.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03021952.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03022252.mseed,78.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03030004.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03031316.mseed,99.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03031643.mseed,97.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03031746.mseed,82.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03032154.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03040431.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03040622.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03040937.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03041135.mseed,84.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03042011.mseed,78.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03050945.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03051218.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03051656.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03061738.mseed,92.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03062040.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03062235.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03070239.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03071737.mseed,95.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03071741.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03071754.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03080247.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03080259.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03080301.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03080516.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03080530.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03081637.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03081730.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03090103.mseed,64.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03090852.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03091120.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03091150.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03091243.mseed,76.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03091244.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03100338.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03100708.mseed,76.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03102313.mseed,96.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03102315.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03110004.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03110258.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03110712.mseed,79.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03111706.mseed,86.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03112343.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03120701.mseed,76.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03121526.mseed,78.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03121924.mseed,83.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03130327.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03131142.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03132045.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03132155.mseed,82.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03140102.mseed,76.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03140430.mseed,64.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03150100.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03150526.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03150554.mseed,78.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03150849.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03151155.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03151510.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03151648.mseed,79.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03151954.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03160156.mseed,64.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03160206.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03160214.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03160222.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03160230.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03160239.mseed,78.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03160309.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03160328.mseed,76.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03161107.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03161536.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03161752.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03161957.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03162344.mseed,81.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03170206.mseed,79.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03170443.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03170646.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03170936.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03171110.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03171224.mseed,63.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03180014.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03180029.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03180558.mseed,90.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03180623.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03181120.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03181158.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03181422.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03181819.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03182203.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03182300.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03182312.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03190216.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03190219.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03190645.mseed,85.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03190653.mseed,76.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03190726.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03190735.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03191008.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03191011.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03191344.mseed,84.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03191351.mseed,82.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03191352.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03191540.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03191622.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03192010.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03192016.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03192034.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03192047.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03192110.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03192205.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03192326.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03200227.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03200315.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03200318.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03200325.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03200326.mseed,63.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03200359.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03200519.mseed,84.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03200843.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03201312.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03201337.mseed,81.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03201738.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03201745.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03201849.mseed,76.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03202006.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03202229.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03210042.mseed,94.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03210134.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03211553.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03212012.mseed,86.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03212107.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03220156.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03231553.mseed,84.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03232338.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03240145.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03240501.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03240740.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03241250.mseed,79.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03241756.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03241839.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03242121.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03242240.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
03250623.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04010355.mseed,29.81,basic_augment,"['amplitude', 'noise']",2
04010919.mseed,39.63,basic_augment,"['amplitude', 'noise']",2
04010936.mseed,48.65,range_based,"['time_shift', 'amplitude', 'noise']",2
04011749.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04020130.mseed,51.05,range_based,"['time_shift', 'amplitude', 'noise']",2
04021433.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04021440.mseed,36.89,basic_augment,"['amplitude', 'noise']",2
04021826.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04031203.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04040354.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04040559.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04040703.mseed,54.48,range_based,"['time_shift', 'amplitude', 'noise']",2
04040806.mseed,81.18,range_based,"['time_shift', 'amplitude', 'noise']",2
04060255.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04060259.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04070345.mseed,82.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04080107.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04080544.mseed,82.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04090157.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04090212.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04090213.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04090523.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04101203.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04101518.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04110429.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04112146.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04112204.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04112246.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04112326.mseed,63.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04120051.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04121751.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04130755.mseed,81.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04131912.mseed,82.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04132106.mseed,80.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04141413.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04150310.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04150808.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04160411.mseed,64.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04160833.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04161533.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04162354.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04170639.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04170737.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04170753.mseed,100.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04170816.mseed,79.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04171329.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04171705.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04171958.mseed,83.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04172029.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04180058.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04180104.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04180342.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04180501.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04180539.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04180817.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04181042.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04190209.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04190917.mseed,79.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04191034.mseed,78.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04191914.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04192044.mseed,79.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04192056.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04201441.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04201959.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04202016.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04202038.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04202054.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04202055.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04202151.mseed,84.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04210356.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04210429.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04210436.mseed,76.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04210502.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04211035.mseed,82.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04211329.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04220120.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04220149.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04220416.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04220850.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04230207.mseed,79.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04230352.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04230408.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04230642.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04230911.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04231411.mseed,79.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04231529.mseed,76.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04240055.mseed,76.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04240835.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04240928.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04241425.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04241431.mseed,78.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04241718.mseed,80.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04250518.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04250816.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04250930.mseed,64.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04251116.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04252130.mseed,82.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04260009.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04260041.mseed,78.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04260505.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04260750.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04261033.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04261148.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04261205.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04261322.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04261326.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04261342.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04261739.mseed,94.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04271039.mseed,78.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04271056.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04271751.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04280719.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04280919.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04281139.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04282328.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04290323.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04290336.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04290552.mseed,79.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04290603.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04290640.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04290827.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04291335.mseed,75.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04291403.mseed,72.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04291430.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04291444.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04291915.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04292017.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04292020.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04292116.mseed,77.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04292152.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04292200.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04292203.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04292205.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04292328.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04292355.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300111.mseed,63.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300126.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300149.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300322.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300500.mseed,71.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300512.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300525.mseed,73.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300534.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300541.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300606.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300622.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300711.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300713.mseed,65.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300726.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300742.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300753.mseed,74.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300758.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300804.mseed,76.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300809.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300836.mseed,66.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300842.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300856.mseed,68.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300902.mseed,69.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300905.mseed,67.01,range_based,"['time_shift', 'amplitude', 'noise']",2
04300907.mseed,70.01,range_based,"['time_shift', 'amplitude', 'noise']",2
