file,real_time,predicted_time,error,abs_error
04300229.mseed,30.59999990463257,30.265694,-0.3343062400817871,0.3343062400817871
04302254.mseed,30.200000047683716,30.53421,0.3342101573944092,0.3342101573944092
05071942.mseed,30.09999990463257,30.434128,0.33412790298461914,0.33412790298461914
04300903.mseed,30.799999952316284,30.46769,-0.33231043815612793,0.33231043815612793
01200725.mseed,30.90000009536743,30.568424,-0.331575870513916,0.331575870513916
12230421.mseed,30.09999990463257,30.429707,0.32970666885375977,0.32970666885375977
02030423.mseed,30.799999952316284,30.471123,-0.32887721061706543,0.32887721061706543
06030447.mseed,30.299999952316284,29.971497,-0.3285033702850342,0.3285033702850342
06230750.mseed,30.799999952316284,30.471897,-0.32810282707214355,0.32810282707214355
05071739.mseed,30.200000047683716,30.527924,0.3279235363006592,0.3279235363006592
04250914.mseed,30.799999952316284,30.473633,-0.3263671398162842,0.3263671398162842
04211139.mseed,30.09999990463257,30.424423,0.32442331314086914,0.32442331314086914
11301241.mseed,30.700000047683716,30.376078,-0.32392239570617676,0.32392239570617676
11210227.mseed,30.200000047683716,30.523867,0.323866605758667,0.323866605758667
06150843.mseed,30.799999952316284,30.476223,-0.3237769603729248,0.3237769603729248
09270212.mseed,30.700000047683716,30.377056,-0.32294392585754395,0.32294392585754395
05312253.mseed,30.799999952316284,30.47823,-0.32177042961120605,0.32177042961120605
05110202.mseed,30.700000047683716,30.380816,-0.3191845417022705,0.3191845417022705
04190830.mseed,30.200000047683716,30.518867,0.31886744499206543,0.31886744499206543
02160833.mseed,30.200000047683716,30.516506,0.31650614738464355,0.31650614738464355
05140256.mseed,30.799999952316284,30.483753,-0.31624674797058105,0.31624674797058105
05011352.mseed,30.200000047683716,30.51621,0.3162105083465576,0.3162105083465576
04282251.mseed,30.799999952316284,30.484015,-0.31598544120788574,0.31598544120788574
12091245.mseed,30.09999990463257,30.414736,0.31473588943481445,0.31473588943481445
06060845.mseed,30.799999952316284,30.486034,-0.3139655590057373,0.3139655590057373
08210916.mseed,30.200000047683716,30.513855,0.3138549327850342,0.3138549327850342
03090511.mseed,30.799999952316284,30.486217,-0.3137824535369873,0.3137824535369873
05251121.mseed,30.200000047683716,30.513334,0.31333422660827637,0.31333422660827637
05020342.mseed,30.200000047683716,30.511623,0.31162333488464355,0.31162333488464355
02181339.mseed,30.700000047683716,30.388897,-0.31110310554504395,0.31110310554504395
02161245.mseed,30.09999990463257,30.41035,0.3103508949279785,0.3103508949279785
07100803.mseed,30.700000047683716,30.391489,-0.30851101875305176,0.30851101875305176
02041728.mseed,30.09999990463257,30.407547,0.30754709243774414,0.30754709243774414
07151839.mseed,30.200000047683716,30.50702,0.307020902633667,0.307020902633667
03190251.mseed,30.09999990463257,30.405888,0.30588769912719727,0.30588769912719727
01230026.mseed,30.799999952316284,30.495956,-0.3040435314178467,0.3040435314178467
02131359.mseed,30.700000047683716,30.396053,-0.30394673347473145,0.30394673347473145
05012225.mseed,30.09999990463257,30.40242,0.30242013931274414,0.30242013931274414
05032142.mseed,30.200000047683716,30.50133,0.3013293743133545,0.3013293743133545
10171648.mseed,30.59999990463257,30.299301,-0.30069875717163086,0.30069875717163086
11162041.mseed,30.700000047683716,30.399948,-0.3000519275665283,0.3000519275665283
05032120.mseed,30.799999952316284,30.5006,-0.29939913749694824,0.29939913749694824
03120703.mseed,30.799999952316284,30.501255,-0.29874491691589355,0.29874491691589355
02130618.mseed,30.700000047683716,30.401657,-0.2983429431915283,0.2983429431915283
09171510.mseed,30.700000047683716,30.402319,-0.2976810932159424,0.2976810932159424
01091840.mseed,30.799999952316284,30.507477,-0.2925231456756592,0.2925231456756592
09121221.mseed,30.799999952316284,30.508682,-0.2913177013397217,0.2913177013397217
05090516.mseed,30.799999952316284,30.509777,-0.2902228832244873,0.2902228832244873
12042209.mseed,30.200000047683716,30.489122,0.2891223430633545,0.2891223430633545
05091926.mseed,30.200000047683716,30.489098,0.28909754753112793,0.28909754753112793
02281115.mseed,30.59999990463257,30.311123,-0.288877010345459,0.288877010345459
12170650.mseed,30.700000047683716,30.411667,-0.2883331775665283,0.2883331775665283
12270441.mseed,30.799999952316284,30.51195,-0.28805041313171387,0.28805041313171387
10250508.mseed,30.59999990463257,30.315496,-0.2845034599304199,0.2845034599304199
04170654.mseed,30.200000047683716,30.483612,0.2836120128631592,0.2836120128631592
10090429.mseed,30.59999990463257,30.317026,-0.2829737663269043,0.2829737663269043
08190209.mseed,30.700000047683716,30.417519,-0.28248143196105957,0.28248143196105957
01200215.mseed,30.59999990463257,30.317825,-0.28217458724975586,0.28217458724975586
09130458.mseed,30.700000047683716,30.419836,-0.2801640033721924,0.2801640033721924
05120928.mseed,30.299999952316284,30.576782,0.2767822742462158,0.2767822742462158
10272004.mseed,30.799999952316284,30.523624,-0.27637553215026855,0.27637553215026855
10070448.mseed,30.09999990463257,30.37622,0.27622079849243164,0.27622079849243164
11151406.mseed,30.200000047683716,30.472857,0.2728564739227295,0.2728564739227295
01200219.mseed,30.799999952316284,30.53064,-0.2693603038787842,0.2693603038787842
01042205.mseed,30.59999990463257,30.33102,-0.268979549407959,0.268979549407959
03192108.mseed,30.799999952316284,30.53162,-0.26837992668151855,0.26837992668151855
05190145.mseed,30.200000047683716,30.467411,0.2674109935760498,0.2674109935760498
10070214.mseed,30.200000047683716,30.466574,0.2665736675262451,0.2665736675262451
11262018.mseed,30.59999990463257,30.335129,-0.26487112045288086,0.26487112045288086
03031938.mseed,30.40000009536743,30.137016,-0.2629837989807129,0.2629837989807129
01030028.mseed,30.200000047683716,30.46264,0.26264071464538574,0.26264071464538574
08110259.mseed,30.799999952316284,30.53758,-0.2624194622039795,0.2624194622039795
05272133.mseed,30.09999990463257,30.361656,0.2616562843322754,0.2616562843322754
05020509.mseed,30.700000047683716,30.439056,-0.2609436511993408,0.2609436511993408
05301017.mseed,30.200000047683716,30.460644,0.26064372062683105,0.26064372062683105
04100031.mseed,30.59999990463257,30.339735,-0.26026487350463867,0.26026487350463867
05010048.mseed,30.200000047683716,30.45996,0.2599608898162842,0.2599608898162842
12160018.mseed,30.299999952316284,30.041697,-0.2583034038543701,0.2583034038543701
05090145.mseed,30.700000047683716,30.442467,-0.25753331184387207,0.25753331184387207
11201101.mseed,30.200000047683716,30.456074,0.2560737133026123,0.2560737133026123
03230509.mseed,30.799999952316284,30.547043,-0.2529571056365967,0.2529571056365967
12100006.mseed,30.700000047683716,30.447605,-0.2523949146270752,0.2523949146270752
05081552.mseed,30.59999990463257,30.350262,-0.24973821640014648,0.24973821640014648
05011021.mseed,30.700000047683716,30.451782,-0.24821782112121582,0.24821782112121582
04300931.mseed,30.09999990463257,30.348095,0.24809503555297852,0.24809503555297852
03020205.mseed,30.700000047683716,30.453543,-0.24645733833312988,0.24645733833312988
02180915.mseed,30.299999952316284,30.544418,0.24441838264465332,0.24441838264465332
05010354.mseed,30.200000047683716,30.44403,0.24403071403503418,0.24403071403503418
04301131.mseed,30.700000047683716,30.456093,-0.24390721321105957,0.24390721321105957
12301351.mseed,30.09999990463257,30.343601,0.24360132217407227,0.24360132217407227
